artist,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Dance/Electronic,Folk/Acoustic,R&B,World/Traditional,blues,classical,country,easy listening,hip hop,jazz,latin,metal,pop,rock
Orson,167493,False,2006,46,0.656,0.624,3,-4.623,0,0.0691,0.0065,0.0,0.278,0.735,124.082,0,0,0,0,0,0,0,0,0,0,0,0,1,0
T-Pain,265333,True,2005,0,0.731,0.368,8,-10.38,1,0.0688,0.00544,0.0,0.193,0.512,145.171,0,0,1,0,0,0,0,0,1,0,0,0,1,0
KT Tunstall,172373,False,2005,64,0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Natasha Bedingfield,259333,False,2004,2,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Razorlight,249760,False,2006,67,0.447,0.568,2,-4.975,1,0.0305,0.295,3.26e-06,0.355,0.149,90.933,0,0,0,0,0,0,0,0,0,0,0,0,1,1
James Morrison,213173,False,2006,64,0.559,0.688,7,-6.496,1,0.114,0.216,0.0,0.0855,0.578,79.753,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Snow Patrol,273333,False,2006,35,0.467,0.921,2,-4.554,1,0.045,5.48e-05,0.0566,0.176,0.501,132.013,0,0,0,1,0,0,0,0,0,0,0,0,1,1
The Fray,262533,False,2005,79,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sandi Thom,151640,False,2006,61,0.7,0.465,4,-6.815,1,0.358,0.544,0.0,0.606,0.719,108.102,0,0,0,1,0,0,0,0,0,0,0,0,1,0
My Chemical Romance,311106,False,2006,76,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Razorlight,222453,False,2006,59,0.616,0.855,4,-3.495,0,0.042,0.00379,0.000863,0.318,0.686,124.191,0,0,0,0,0,0,0,0,0,0,0,0,1,1
The All-American Rejects,193653,False,2005,65,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,0,0,0,0,0,0,0,0,0,0,0,0,1,1
James Morrison,210066,False,2006,49,0.474,0.71,1,-4.606,1,0.029,0.0548,0.0,0.0974,0.591,78.969,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Chris Brown,229040,False,2005,69,0.536,0.612,4,-5.847,1,0.272,0.119,0.0,0.209,0.57,86.768,0,0,1,0,0,0,0,0,1,0,0,0,1,0
P!nk,208493,False,2006,0,0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Kooks,203506,False,2006,73,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Leona Lewis,262466,False,2007,75,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Rihanna,275986,False,2008,81,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Britney Spears,251240,False,2007,79,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fergie,268120,False,2006,76,0.708,0.641,7,-4.296,1,0.0335,0.205,0.0,0.0945,0.253,113.082,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Mark Ronson,219413,False,2007,0,0.698,0.844,1,-4.789,1,0.0544,0.00253,0.000426,0.124,0.896,105.828,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Plain White T's,232533,False,2005,78,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Justin Timberlake,448573,False,2006,70,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gwen Stefani,246466,False,2006,71,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Timbaland,179120,False,2007,80,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Nelly Furtado,223080,False,2006,81,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Ida Corr,151973,False,2012,43,0.762,0.754,0,-3.425,0,0.046,0.00022,0.0665,0.146,0.715,129.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Gaudino,223111,False,2007,73,0.627,0.954,2,-4.804,1,0.0425,0.0015,0.000814,0.292,0.312,128.016,1,0,0,0,0,0,0,0,0,0,0,0,0,0
September,209800,False,2007,65,0.767,0.881,9,-3.988,1,0.0301,0.00133,0.000139,0.0551,0.961,130.018,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Akon,212360,True,2006,58,0.94,0.743,5,-5.166,0,0.0475,0.317,0.0,0.0909,0.932,118.988,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Timbaland,234026,True,2007,70,0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621,0,0,1,0,0,0,0,0,1,0,0,0,1,0
50 Cent,247946,True,2007,67,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Eric Prydz,198567,False,2007,0,0.537,0.937,0,-4.543,1,0.0523,0.00102,0.035,0.0917,0.324,124.938,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Fedde Le Grand,150533,False,2015,0,0.827,0.931,7,-4.474,1,0.202,0.0153,0.21,0.0992,0.491,127.995,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ciara,237053,False,2006,68,0.701,0.724,0,-5.751,0,0.145,0.267,0.0,0.0867,0.425,132.035,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Kanye West,311866,True,2007,54,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beyoncé,199853,False,2007,64,0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Gym Class Heroes,237173,False,2007,59,0.584,0.681,1,-5.084,0,0.0781,0.495,0.0,0.289,0.821,79.702,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Akon,247066,True,2006,53,0.865,0.45,0,-9.387,1,0.0417,0.0359,1.28e-06,0.308,0.352,99.989,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Soulja Boy,221933,False,2007,74,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Fat Joe,247413,True,2006,59,0.744,0.697,11,-5.063,0,0.197,0.0106,0.0,0.0842,0.767,149.28,0,0,0,0,0,0,0,0,1,0,0,0,1,0
P!nk,214386,True,2006,0,0.709,0.891,0,-3.688,1,0.0528,0.00144,0.0,0.034,0.886,141.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rihanna,212280,False,2008,69,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Lloyd,209533,False,2007,62,0.822,0.905,5,-4.032,0,0.241,0.123,0.0,0.0496,0.674,128.014,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Kanye West,271600,True,2007,47,0.596,0.62,5,-6.133,0,0.039,0.0122,0.0,0.82,0.102,80.029,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Camille Jones,152333,False,2006,17,0.847,0.861,6,-6.632,1,0.0603,0.278,0.029,0.0626,0.724,127.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linkin Park,205613,False,2007,77,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Keyshia Cole,255706,False,2007,60,0.918,0.857,3,-5.032,0,0.0623,0.166,0.0003,0.0855,0.972,121.006,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Chris Brown,250666,False,2007,68,0.729,0.658,10,-3.386,0,0.225,0.0506,0.0,0.0693,0.551,140.043,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Shop Boyz,253400,True,2007,61,0.619,0.709,7,-4.633,1,0.0395,0.00541,0.0,0.507,0.68,144.972,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Finger Eleven,208106,False,2007,73,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Justin Timberlake,252973,False,2006,66,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MiMS,253706,True,2007,59,0.621,0.6,8,-6.349,1,0.576,0.277,0.0,0.495,0.485,80.021,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Fabolous,253573,True,2007,62,0.607,0.599,11,-6.886,1,0.0995,0.33,0.0,0.199,0.562,86.491,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Seether,193893,True,2007,73,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Take That,202066,False,2006,64,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11e-06,0.118,0.372,175.788,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Arctic Monkeys,172866,False,2007,67,0.42,0.974,1,-4.706,1,0.191,8.15e-05,0.00155,0.0871,0.463,165.182,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Justin Timberlake,276160,False,2006,72,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fergie,246600,True,2006,64,0.811,0.757,0,-6.447,1,0.23,0.298,0.0,0.103,0.565,130.993,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Linkin Park,166373,True,2007,73,0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,0.596,140.127,0,0,0,0,0,0,0,0,0,0,0,1,0,1
My Chemical Romance,161920,False,2006,80,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Calvin Harris,333680,False,2007,57,0.787,0.808,7,-5.454,1,0.0511,0.0143,0.257,0.0466,0.942,127.99,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Sugababes,212400,False,2007,66,0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Avril Lavigne,216600,True,2007,75,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ne-Yo,266840,False,2007,74,0.81,0.538,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Daughtry,215173,False,2016,45,0.45,0.921,10,-3.476,0,0.0538,0.0467,0.0,0.311,0.413,145.959,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Unk,173040,True,2013,48,0.794,0.777,1,-3.696,0,0.0813,0.0982,0.0,0.202,0.706,160.022,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Lloyd,273133,False,2007,70,0.412,0.876,5,-6.008,0,0.47,0.102,0.0,0.297,0.703,130.159,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Klaxons,165120,False,2007,65,0.463,0.836,2,-2.776,0,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T-Pain,238800,True,2007,3,0.675,0.394,8,-8.539,1,0.133,0.0611,0.0,0.214,0.405,104.987,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Baby Boy Da Prince,324906,True,2006,59,0.88,0.438,0,-7.562,1,0.248,0.0147,0.0,0.0907,0.714,90.02,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Fergie,292373,True,2006,63,0.906,0.584,8,-7.72,0,0.316,0.0576,0.0,0.128,0.831,129.055,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Omarion,256426,False,2006,57,0.775,0.731,8,-5.446,1,0.134,0.189,0.0,0.129,0.821,131.105,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Pretty Ricky,242586,False,2007,57,0.704,0.854,10,-5.477,0,0.183,0.0185,0.0,0.148,0.688,92.988,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Nickelback,252040,False,2005,69,0.616,0.91,0,-3.004,1,0.0386,0.0459,0.0,0.343,0.693,144.072,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Fall Out Boy,203506,False,2007,76,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Justin Timberlake,444333,True,2006,57,0.859,0.681,1,-6.247,1,0.0549,0.34,0.000161,0.213,0.852,121.243,0,0,0,0,0,0,0,0,0,0,0,0,1,0
All Time Low,182826,False,2007,76,0.459,0.895,2,-3.126,1,0.0805,0.00725,0.0,0.206,0.572,181.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Amy Winehouse,241293,True,2006,76,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Keyshia Cole,238360,False,2007,58,0.808,0.721,1,-5.165,1,0.213,0.197,0.0,0.205,0.773,94.955,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Ciara,267413,False,2006,56,0.697,0.629,9,-5.757,1,0.0425,0.409,3.8e-06,0.0819,0.439,123.279,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Enrique Iglesias,219533,False,2007,45,0.753,0.759,8,-4.829,1,0.0487,0.0523,0.0,0.0263,0.706,114.999,0,0,0,0,0,0,0,0,0,0,1,0,1,0
T2,178613,False,2017,59,0.716,0.757,11,-5.438,0,0.0329,0.0258,0.00392,0.16,0.877,139.986,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Robyn,254920,False,2005,36,0.477,0.865,4,-4.462,0,0.0395,0.00877,4.52e-05,0.271,0.413,120.872,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Maroon 5,211080,True,2007,62,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fall Out Boy,212040,False,2007,68,0.435,0.887,9,-4.07,1,0.0636,0.000747,0.0,0.0327,0.408,199.935,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Paramore,211520,False,2007,72,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Hinder,223533,False,2019,30,0.451,0.682,2,-5.295,0,0.029,0.205,0.0,0.175,0.254,139.913,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Huey,261026,False,2006,52,0.723,0.644,11,-6.863,0,0.222,0.00308,0.0,0.352,0.645,144.09,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Foo Fighters,269373,False,2007,78,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Plies,255413,True,2007,61,0.444,0.708,4,-5.926,0,0.126,0.0419,0.0,0.0775,0.26,105.412,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Kaiser Chiefs,204200,False,2007,67,0.451,0.939,5,-2.82,0,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mark Ronson,232946,False,2007,46,0.626,0.906,0,-4.334,1,0.0403,0.00128,8.52e-06,0.137,0.346,118.035,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bow Wow,238266,False,2006,57,0.772,0.59,6,-6.957,1,0.183,0.0917,0.0,0.101,0.743,83.998,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Jim Jones,236080,True,2006,0,0.685,0.8,1,-6.564,1,0.298,0.0847,0.0,0.092,0.483,120.226,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Red Jumpsuit Apparatus,192000,False,2006,74,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIKA,187733,False,2006,69,0.675,0.828,0,-5.799,1,0.0454,0.0242,0.0102,0.364,0.669,122.229,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Christina Aguilera,194213,False,2006,66,0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sean Kingston,225373,False,2007,78,0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Akon,293066,True,2006,52,0.801,0.454,2,-6.035,1,0.0371,0.225,0.0,0.226,0.34,125.139,0,0,0,0,0,0,0,0,0,0,0,0,1,0
James Blunt,280026,False,2007,68,0.72,0.668,9,-7.928,1,0.0269,0.0652,0.00664,0.0789,0.768,123.007,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Carrie Underwood,199946,False,2005,76,0.519,0.749,6,-3.318,0,0.0405,0.271,0.0,0.119,0.29,147.905,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Just Jack,295933,False,2006,52,0.67,0.8,3,-6.731,1,0.0652,0.00184,0.000356,0.466,0.656,123.802,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T-Pain,227960,False,2007,2,0.451,0.55,1,-8.137,1,0.262,0.0108,0.0,0.0737,0.594,80.001,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Bone Thugs-N-Harmony,287480,True,2007,61,0.727,0.71,4,-6.142,1,0.0742,0.0104,0.0,0.107,0.378,81.995,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Avril Lavigne,240493,False,2007,68,0.457,0.719,4,-3.921,0,0.0323,0.191,0.0,0.228,0.168,142.034,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rich Boy,263920,True,2007,57,0.697,0.86,11,-5.181,1,0.43,0.0368,0.0,0.0721,0.433,160.895,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MIKA,235173,False,2006,57,0.673,0.913,4,-4.981,1,0.0664,0.0304,0.00298,0.113,0.587,124.484,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Manic Street Preachers,235693,False,2007,53,0.344,0.921,2,-3.049,1,0.0459,0.00143,1.13e-05,0.38,0.396,126.766,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Elliott Yamin,261320,False,2007,58,0.764,0.487,0,-6.734,1,0.0281,0.25,0.0,0.184,0.352,116.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyclef Jean,241133,False,2007,56,0.733,0.744,1,-3.51,1,0.0553,0.0772,0.0,0.341,0.529,92.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boys Like Girls,206520,False,2007,62,0.423,0.94,1,-4.012,0,0.0635,0.00166,0.0,0.178,0.505,149.934,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Take That,237760,False,2007,58,0.357,0.774,2,-4.226,1,0.034,0.0376,0.0,0.348,0.348,164.054,0,0,0,0,0,0,0,0,0,0,0,0,1,0
J. Holiday,275106,False,2007,64,0.684,0.606,5,-7.268,0,0.0504,0.17,0.0,0.058,0.723,127.901,1,0,1,0,0,0,0,0,1,0,0,0,1,0
Red Hot Chili Peppers,334666,False,2006,79,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ludacris,280680,True,2006,51,0.405,0.721,1,-6.97,1,0.283,0.329,0.0,0.252,0.815,92.854,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Flo Rida,231400,False,2008,80,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Katy Perry,179640,False,2008,73,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rihanna,229413,False,2008,74,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Alicia Keys,253813,False,2007,77,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Timbaland,184400,False,2007,74,0.653,0.604,8,-6.017,1,0.0278,0.0292,0.0,0.097,0.101,118.016,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Ne-Yo,232000,False,2008,71,0.668,0.673,1,-5.714,1,0.145,0.48,0.0,0.194,0.727,171.812,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Chris Brown,252120,False,2007,70,0.662,0.693,3,-4.298,1,0.0698,0.134,0.0,0.145,0.655,86.009,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Beyoncé,249146,False,2008,66,0.632,0.518,6,-6.126,1,0.0313,0.107,0.0,0.354,0.427,90.007,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Kardinal Offishall,246053,True,2008,75,0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Madcon,216146,False,2007,70,0.715,0.8,4,-5.144,0,0.057,0.0271,0.0,0.0648,0.445,129.023,0,0,0,0,0,0,0,0,1,0,0,0,1,0
September,209800,False,2007,65,0.767,0.881,9,-3.988,1,0.0301,0.00133,0.000139,0.0551,0.961,130.018,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rihanna,238626,False,2008,76,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Guru Josh Project,190013,False,2011,1,0.493,0.849,7,-6.139,0,0.0576,0.000337,0.00672,0.355,0.483,127.999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Britney Spears,196053,False,2007,61,0.712,0.911,5,-3.866,0,0.0445,0.689,8.02e-06,0.107,0.85,117.533,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lil Wayne,299333,True,2008,69,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Basshunter,148186,False,2008,63,0.639,0.976,1,-5.503,1,0.354,0.0213,0.0,0.0856,0.354,147.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kanye West,237506,True,2007,52,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Madonna,189693,False,2009,71,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Katy Perry,220226,False,2008,73,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rihanna,267080,False,2008,77,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Snoop Dogg,245520,False,2007,56,0.756,0.829,11,-3.973,1,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Akon,240746,False,2008,69,0.83,0.857,8,-4.194,0,0.152,0.262,0.0,0.413,0.607,137.982,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Britney Spears,224400,False,2008,76,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eric Prydz,157432,False,2008,65,0.605,0.874,7,-4.949,0,0.0295,0.000563,0.812,0.112,0.836,125.99,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Kelly Rowland,207920,False,2010,34,0.888,0.823,10,-6.351,0,0.0538,0.00499,0.0,0.291,0.623,102.757,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Jeezy,321293,True,2008,69,0.654,0.77,9,-6.091,0,0.0353,0.00342,0.0,0.0887,0.272,137.616,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Madonna,287906,False,2008,57,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Pussycat Dolls,245680,False,2008,72,0.671,0.685,11,-5.762,0,0.05,0.00165,0.0,0.398,0.368,118.449,0,0,1,0,0,0,0,0,0,0,0,0,1,0
will.i.am,327880,True,2007,46,0.788,0.549,9,-8.793,0,0.0732,0.0352,0.127,0.147,0.449,120.051,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Soulja Boy,221933,False,2007,74,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Britney Spears,212106,False,2007,64,0.769,0.638,11,-5.054,1,0.216,0.0902,0.0,0.0857,0.782,115.007,0,0,0,0,0,0,0,0,0,0,0,0,1,0
T.I.,338853,True,2008,75,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Ne-Yo,234360,False,2008,65,0.709,0.745,4,-6.437,0,0.0738,0.0225,5.2e-05,0.154,0.576,126.027,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Lil Wayne,221840,True,2008,69,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Colby O'Donis,243013,False,2008,61,0.775,0.641,1,-6.718,1,0.038,0.0327,0.0,0.18,0.305,119.974,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Miley Cyrus,190453,False,2007,0,0.692,0.911,9,-5.098,0,0.177,0.0149,7.34e-05,0.112,0.801,138.975,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Basshunter,176453,False,2008,65,0.645,0.984,4,-7.051,1,0.0508,0.164,0.00701,0.164,0.553,144.954,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chris Brown,250666,False,2007,68,0.729,0.658,10,-3.386,0,0.225,0.0506,0.0,0.0693,0.551,140.043,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Finger Eleven,208106,False,2007,73,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Alesha Dixon,210680,False,2008,51,0.632,0.972,3,-2.423,0,0.121,0.121,7.74e-05,0.0317,0.845,87.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
